date,true_infections,true_rt
2023-11-05,19756.11054520949,1.2
2023-11-06,22143.721349321364,1.1936507936507936
2023-11-07,24730.701954748823,1.1873015873015873
2023-11-08,27520.279922418667,1.180952380952381
2023-11-09,30513.614670228315,1.1746031746031746
2023-11-10,33709.526838297024,1.1682539682539683
2023-11-11,37104.241812393724,1.1619047619047618
2023-11-12,40691.15530610575,1.1555555555555554
2023-11-13,44460.6292337521,1.1492063492063491
2023-11-14,48399.903877935554,1.1428571428571428
2023-11-15,52492.90723467809,1.1365079365079365
2023-11-16,56720.213937022985,1.1301587301587301
2023-11-17,61059.047787575444,1.1238095238095238
2023-11-18,65483.352178571426,1.1174603174603175
2023-11-19,69963.9330002031,1.1111111111111112
2023-11-20,74468.67701680085,1.1047619047619048
2023-11-21,78962.84682237565,1.0984126984126985
2023-11-22,83409.4513679222,1.092063492063492
2023-11-23,87769.68897968013,1.0857142857142856
2023-11-24,92003.45734561312,1.0793650793650793
2023-11-25,96069.92272472705,1.073015873015873
2023-11-26,99928.13841545957,1.0666666666666667
2023-11-27,103537.7004820302,1.0603174603174603
2023-11-28,106859.4269560898,1.053968253968254
2023-11-29,109856.04528657829,1.0476190476190477
2023-11-30,112492.87177639856,1.0412698412698413
2023-12-01,114738.46618109582,1.0349206349206348
2023-12-02,116565.24459766244,1.0285714285714285
2023-12-03,117950.03426758068,1.0222222222222221
2023-12-04,118874.55496352536,1.0158730158730158
2023-12-05,119325.81320807226,1.0095238095238095
2023-12-06,119296.39764740864,1.0031746031746032
2023-12-07,118784.66641411892,0.9968253968253968
2023-12-08,117794.82018176407,0.9904761904761905
2023-12-09,116336.85774463006,0.9841269841269842
2023-12-10,114426.41424020738,0.9777777777777779
2023-12-11,112084.48545277533,0.9714285714285714
2023-12-12,109337.04487359013,0.9650793650793651
2023-12-13,106214.56322819905,0.9587301587301588
2023-12-14,102751.4429030742,0.9523809523809524
2023-12-15,98985.38201301648,0.946031746031746
2023-12-16,94956.68466518822,0.9396825396825397
2023-12-17,90707.5352330704,0.9333333333333333
2023-12-18,86281.25511496875,0.926984126984127
2023-12-19,81721.56050233734,0.9206349206349207
2023-12-20,77071.83913347754,0.9142857142857144
2023-12-21,72374.46289250287,0.907936507936508
2023-12-22,67670.15148828148,0.9015873015873016
2023-12-23,62997.40038884645,0.8952380952380953
2023-12-24,58391.98378409807,0.888888888888889
2023-12-25,53886.5407047299,0.8825396825396825
2023-12-26,49510.249645148186,0.8761904761904762
2023-12-27,45288.594230426665,0.8698412698412699
2023-12-28,41243.219735682826,0.8634920634920635
2023-12-29,37391.87770582045,0.8571428571428572
2023-12-30,33748.45361723469,0.8507936507936509
2023-12-31,30323.07053841518,0.8444444444444446
2024-01-01,27122.260133653966,0.8380952380952382
2024-01-02,24149.191145027726,0.8317460317460318
2024-01-03,21403.944695610335,0.8253968253968255
2024-01-04,18883.82537674655,0.8190476190476191
2024-01-05,16583.69709315589,0.8126984126984127
2024-01-06,14496.333006565756,0.8063492063492064
2024-01-07,12612.769595127733,0.8
2024-01-08,11108.34092566445,0.8071428571428572
2024-01-09,9832.930973744562,0.8142857142857143
2024-01-10,8747.948967868044,0.8214285714285715
2024-01-11,7821.924519498369,0.8285714285714286
2024-01-12,7029.102928870267,0.8357142857142857
2024-01-13,6348.334538289707,0.8428571428571429
2024-01-14,5762.19348424236,0.8500000000000001
2024-01-15,5256.276056958226,0.8571428571428572
2024-01-16,4818.547575787828,0.8642857142857143
2024-01-17,4439.060337562475,0.8714285714285714
2024-01-18,4109.530594712926,0.8785714285714287
2024-01-19,3823.0425101568535,0.8857142857142858
2024-01-20,3573.8090602874067,0.8928571428571429
2024-01-21,3356.978392072291,0.9
2024-01-22,3168.476589950405,0.9071428571428573
2024-01-23,3004.8797151710523,0.9142857142857144
2024-01-24,2863.309519082173,0.9214285714285715
2024-01-25,2741.348211451286,0.9285714285714286
2024-01-26,2636.96884685248,0.9357142857142857
2024-01-27,2548.4784620555247,0.942857142857143
2024-01-28,2474.471704111163,0.9500000000000001
2024-01-29,2413.7931481554974,0.9571428571428572
2024-01-30,2365.5068722504175,0.9642857142857144
2024-01-31,2328.872153958227,0.9714285714285715
2024-02-01,2303.3243955688663,0.9785714285714286
2024-02-02,2288.460584558283,0.9857142857142858
2024-02-03,2284.028762651382,0.9928571428571429
2024-02-04,2289.921119069131,1.0
2024-02-05,2306.170447669907,1.0071428571428571
2024-02-06,2332.9498193450536,1.0142857142857142
2024-02-07,2370.5754250480477,1.0214285714285716
2024-02-08,2419.5126456106736,1.0285714285714287
2024-02-09,2480.3855061775553,1.0357142857142858
2024-02-10,2553.9897797971385,1.042857142857143
2024-02-11,2641.3101207486616,1.05
2024-02-12,2743.5417382594255,1.0571428571428572
2024-02-13,2862.1172706974176,1.0642857142857143
2024-02-14,2998.739695320636,1.0714285714285716
2024-02-15,3155.4223166337065,1.0785714285714287
2024-02-16,3334.537126326037,1.0857142857142859
2024-02-17,3538.873130663702,1.092857142857143
2024-02-18,3771.7066107178266,1.1
2024-02-19,3967.4339363506274,1.0880952380952382
2024-02-20,4143.30298203913,1.0761904761904764
2024-02-21,4295.597223486165,1.0642857142857143
2024-02-22,4420.940146912601,1.0523809523809524
2024-02-23,4516.41535496139,1.0404761904761906
2024-02-24,4579.67554658712,1.0285714285714287
2024-02-25,4609.03482820428,1.0166666666666666
2024-02-26,4603.539398956749,1.0047619047619047
2024-02-27,4563.052362067281,0.9928571428571429
2024-02-28,4488.221220621856,0.980952380952381
2024-02-29,4380.476066032479,0.969047619047619
2024-03-01,4241.985599243413,0.9571428571428572
2024-03-02,4075.5851128393456,0.9452380952380952
2024-03-03,3884.679728108972,0.9333333333333333
2024-03-04,3673.127496098455,0.9214285714285715
2024-03-05,3445.108006398925,0.9095238095238095
2024-03-06,3204.982810520835,0.8976190476190476
2024-03-07,2957.1543245741104,0.8857142857142857
2024-03-08,2705.9296732363823,0.8738095238095238
2024-03-09,2455.3954664262037,0.861904761904762
