chain,draw,I0,IHR,IEDR_first_day,IEDR_mean,ratio
0,0,0.0004,0.00029978754593103544,0.0004488715079146225,0.00044704299532491123,0.6706011481359855
0,1,0.0004,0.0002921049516525956,0.00040437300632408343,0.00040459495580356047,0.7219688418320737
0,2,0.0004,0.0002820395951211979,0.0004131030169588476,0.00041166283027217624,0.6851228101762886
0,3,0.0004,0.00031453692912607607,0.00044970974947052754,0.00044317933146116904,0.7097283352295402
0,4,0.0004,0.00026822971675631146,0.0003848507820065332,0.0003873485495636648,0.6924763680113513
0,5,0.0004,0.00030717003137718465,0.0004434364767681675,0.00044296146455761906,0.6934463964804526
0,6,0.0004,0.0002851486957163523,0.0004305249031405825,0.0004296609469773025,0.6636597943620315
0,7,0.0004,0.00031144396661040164,0.00043544777721892983,0.00043287559014662167,0.719476851316358
0,8,0.0004,0.0002937918837220397,0.00043128537492247734,0.00042886530348086236,0.6850446546677793
0,9,0.0004,0.0002907600719644454,0.0004114728012281619,0.00041240571746225895,0.7050340469420241
0,10,0.0004,0.0003038103204123747,0.0004616899723942781,0.0004600674854270578,0.6603603385063447
0,11,0.0004,0.0003021239452283498,0.00045098151847713344,0.00045302264770483467,0.6669069344744937
0,12,0.0004,0.000308479836195656,0.00045469119169063056,0.0004552408463047408,0.6776189761960812
0,13,0.0004,0.00025903498161814625,0.0003671496991531217,0.0003707211814922372,0.6987326178004489
0,14,0.0004,0.0002768967938142324,0.0004089047010884815,0.0004095145222768738,0.6761586677676397
0,15,0.0004,0.000298703791243466,0.00044528719056333616,0.00044498649136945356,0.6712648519378643
0,16,0.0004,0.0003078158407041687,0.00047263779536999175,0.00047257267971996243,0.6513619045573572
0,17,0.0004,0.00027174252805872414,0.0004075313515681192,0.0004075946084299366,0.6666980436897395
0,18,0.0004,0.00029219849399478293,0.0004248329953383572,0.000425271611273963,0.6870867611394511
0,19,0.0004,0.00034906882949967393,0.00046637560383190764,0.00047301996263576264,0.7379579237091645
