date,true_infections,true_rt
2023-11-06,19756.11054520949,1.2
2023-11-07,22137.832061728463,1.1933333333333334
2023-11-08,24713.05529723112,1.1866666666666665
2023-11-09,27483.293945028956,1.18
2023-11-10,30447.758878007327,1.1733333333333333
2023-11-11,33603.09179301876,1.1666666666666665
2023-11-12,36943.12084926061,1.16
2023-11-13,40458.647149085045,1.1533333333333333
2023-11-14,44137.271061809806,1.1466666666666667
2023-11-15,47963.348602612365,1.14
2023-11-16,51917.84793339851,1.1333333333333333
2023-11-17,55978.37022993391,1.1266666666666667
2023-11-18,60119.22285114966,1.1199999999999999
2023-11-19,64311.56901533906,1.1133333333333333
2023-11-20,68523.65715311568,1.1066666666666667
2023-11-21,72721.13103142017,1.1
2023-11-22,76867.41944068302,1.0933333333333333
2023-11-23,80924.2017246116,1.0866666666666667
2023-11-24,84851.94303922662,1.08
2023-11-25,88610.49054041045,1.0733333333333333
2023-11-26,92159.71934937873,1.0666666666666667
2023-11-27,95460.2149212564,1.06
2023-11-28,98473.97653721012,1.0533333333333332
2023-11-29,101165.12513683562,1.0466666666666666
2023-11-30,103500.59768685527,1.04
2023-12-01,105450.80981140169,1.0333333333333332
2023-12-02,106990.26853536024,1.0266666666666666
2023-12-03,108098.11774003913,1.02
2023-12-04,108758.6002989673,1.0133333333333334
2023-12-05,108961.42282384375,1.0066666666666666
2023-12-06,108702.01145320752,1.0
2023-12-07,107981.65008103396,0.9933333333333333
2023-12-08,106807.49574885165,0.9866666666666667
2023-12-09,105192.46949463306,0.98
2023-12-10,103155.02463303752,0.9733333333333334
2023-12-11,100718.79809568585,0.9666666666666667
2023-12-12,97912.15394717995,0.96
2023-12-13,94767.63137826548,0.9533333333333334
2023-12-14,91321.31223948221,0.9466666666666667
2023-12-15,87612.1254121439,0.94
2023-12-16,83681.10693644159,0.9333333333333333
2023-12-17,79570.63577318197,0.9266666666666667
2023-12-18,75323.66533931163,0.9199999999999999
2023-12-19,70982.97053090445,0.9133333333333333
2023-12-20,66590.42886290187,0.9066666666666667
2023-12-21,62186.35267198246,0.9
2023-12-22,57808.88713067756,0.8933333333333333
2023-12-23,53493.48620967932,0.8866666666666667
2023-12-24,49272.47581752002,0.88
2023-12-25,45174.71026669215,0.8733333333333333
2023-12-26,41225.32508890801,0.8666666666666667
2023-12-27,37445.58617150747,0.8600000000000001
2023-12-28,33852.8323243111,0.8533333333333333
2023-12-29,30460.50580940868,0.8466666666666667
2023-12-30,27278.263155260243,0.8400000000000001
2023-12-31,24312.156790105855,0.8333333333333334
2024-01-01,21564.876704915074,0.8266666666666667
2024-01-02,19036.040507503185,0.8200000000000001
2024-01-03,16722.519850180324,0.8133333333333334
2024-01-04,14618.791277181628,0.8066666666666666
2024-01-05,12717.300002393937,0.8
2024-01-06,11205.412114101426,0.8075
2024-01-07,9925.754783687535,0.8150000000000001
2024-01-08,8838.84684474518,0.8225
2024-01-09,7912.576007747334,0.8300000000000001
2024-01-10,7120.727700272463,0.8375
2024-01-11,6441.825882807316,0.8450000000000001
2024-01-12,5858.216338610594,0.8525
2024-01-13,5355.339128127326,0.8600000000000001
2024-01-14,4921.050758957707,0.8675
2024-01-15,4545.338518068657,0.875
2024-01-16,4219.883804499359,0.8825000000000001
2024-01-17,3937.758638554082,0.8900000000000001
2024-01-18,3693.1812564367424,0.8975000000000001
2024-01-19,3481.3187502359347,0.905
2024-01-20,3298.127311750783,0.9125000000000001
2024-01-21,3140.222655134437,0.92
2024-01-22,3004.7748166431147,0.9275000000000001
2024-01-23,2889.422557099414,0.935
2024-01-24,2792.2038372695265,0.9425000000000001
2024-01-25,2711.4994312736244,0.9500000000000001
2024-01-26,2645.9873791490927,0.9575
2024-01-27,2594.6064611590755,0.9650000000000001
2024-01-28,2556.5272634637226,0.9725000000000001
2024-01-29,2531.1297188751973,0.9800000000000001
2024-01-30,2517.9862644961117,0.9875
2024-01-31,2516.8499736912167,0.9950000000000001
2024-02-01,2527.647203642624,1.0025000000000002
2024-02-02,2550.4744608668757,1.01
2024-02-03,2585.599332958829,1.0175
2024-02-04,2633.4654720916783,1.0250000000000001
2024-02-05,2694.7017504746477,1.0325000000000002
2024-02-06,2770.13584583844,1.04
2024-02-07,2860.8126619369277,1.0475
2024-02-08,2968.0181512451327,1.0550000000000002
2024-02-09,3093.3092914120125,1.0625
2024-02-10,3238.551181553564,1.07
2024-02-11,3405.962478571058,1.0775000000000001
2024-02-12,3598.1706987346743,1.085
2024-02-13,3818.2792797395227,1.0925
2024-02-14,4069.948750608039,1.1
2024-02-15,4278.804259714245,1.0875000000000001
2024-02-16,4464.378292782625,1.0750000000000002
2024-02-17,4622.498189584832,1.0625
2024-02-18,4749.429210576598,1.05
2024-02-19,4842.016091859674,1.0375
2024-02-20,4897.808898382193,1.0250000000000001
2024-02-21,4915.166344392091,1.0125
2024-02-22,4893.330641693712,1.0
2024-02-23,4832.51409477793,0.9875
2024-02-24,4733.84928467361,0.9750000000000001
2024-02-25,4599.3707190434,0.9625
2024-02-26,4431.94639781228,0.95
2024-02-27,4235.176372034393,0.9375
2024-02-28,4013.263271199615,0.925
2024-02-29,3770.8613226904004,0.9125
2024-03-01,3512.911514102406,0.9
2024-03-02,3244.47115210662,0.8875
2024-03-03,2970.5462345139176,0.875
2024-03-04,2695.934508618182,0.8625
